f0,f1,f2,f3,target
-0.37743223,-0.08455413,0.51904607,1.0927813,0.5384094
-0.18382065,-0.3506687,0.35787877,0.7419045,0.35896093
-0.07471023,-0.5361549,0.28833374,0.53969693,0.30234542
-0.026176456,-0.7945306,0.2693294,0.18308969,0.005756043
0.047505617,-0.8998643,0.17170449,-0.12838027,-0.048998713
0.17265922,-1.1925222,0.11244758,-0.47572103,-0.18264584
0.3331638,-1.4551466,0.051609527,-0.7114107,-0.29411373
0.4146145,-1.4892652,-0.13435532,-1.0397668,-0.4878883
0.49923554,-1.6117517,-0.15795945,-1.1517438,-0.46484667
0.551519,-1.6641939,-0.13430734,-1.3292307,-0.5397368
0.6497668,-1.6991084,-0.2396306,-1.5216264,-0.6456529
0.6209661,-1.6017994,-0.1648003,-1.519933,-0.65052885
0.5663528,-1.5634719,-0.06773464,-1.5302778,-0.67595595
0.522487,-1.4719759,-0.1179931,-1.6550581,-0.77833444
0.58198255,-1.3718345,-0.14689237,-1.6046009,-0.76289594
0.51091003,-1.279955,-0.05470039,-1.6271583,-0.6234416
0.5930987,-1.1768823,-0.11586572,-1.5572646,-0.6673488
0.45305827,-0.88173884,0.22448891,-1.2108768,-0.38429326
0.41760075,-0.59194124,0.12783504,-1.0707027,-0.42100224
0.57875353,-0.5094779,0.10946808,-0.99094635,-0.29541123
0.45334432,-0.29162097,0.18907736,-0.85953265,-0.36179543
0.44443184,-0.03737648,0.23952489,-0.5916783,-0.18070367
0.45053008,0.08309762,0.3418621,-0.43789575,-0.13135618
0.39518178,0.3809444,0.33799702,-0.17073633,-0.07574028
0.4192274,0.4945532,0.29341874,-0.075014636,-0.025769435
0.47612876,0.58734185,0.2241639,0.04660794,-0.03384111
0.43763328,0.6433356,0.30685169,0.14796968,-0.053280182
0.40671018,0.5950783,0.278021,0.12720262,-0.04123593
0.46267056,0.69378436,0.26370957,0.32362252,-0.032637224
0.48278472,0.67666686,0.18807665,0.4115543,-0.093258426
0.5213945,0.6125746,0.1427456,0.39499184,-0.12933302
0.46580786,0.5308878,0.117948376,0.3084888,-0.22696853
0.55200315,0.4046713,-0.011198493,0.26494646,-0.31582093
0.49117118,0.40903097,0.035232384,0.39362174,-0.28514436
0.4607648,0.14276326,-0.125017,0.102425985,-0.40637392
0.43948457,0.016940042,-0.124665,-0.0025981867,-0.4960916
0.42899224,-0.19788639,-0.1321104,0.02568198,-0.580497
0.26101315,-0.23988502,-0.15871267,-0.12388026,-0.61975354
0.16690339,-0.3698243,-0.15690695,-0.2693375,-0.7939644
0.076065056,-0.4775658,-0.22551107,-0.32620275,-0.73552793
0.021283902,-0.51619506,-0.24563089,-0.38617647,-0.7462359
-0.11272971,-0.7015284,-0.29217476,-0.6558071,-0.8675546
-0.17562267,-0.7292741,-0.24739558,-0.61232495,-0.73415405
-0.3542955,-0.681531,-0.10578669,-0.523418,-0.7042985
-0.5066868,-0.5885416,-0.12048977,-0.56640345,-0.7304738
-0.59804416,-0.5698406,-0.1539155,-0.7083178,-0.8969974
-0.7040147,-0.4164651,-0.009719097,-0.47303653,-0.68778217
-0.7168071,-0.41244406,-0.054131296,-0.53565055,-0.7385574
-0.83345014,-0.26999512,-0.04854617,-0.5453185,-0.74941343
-0.86402214,-0.021927541,-0.063567705,-0.41064832,-0.7167031
-0.8196302,0.08880697,0.076160334,-0.18433386,-0.61893356
-0.9442835,0.34102288,0.09602021,-0.17789018,-0.56590086
-0.891529,0.47582754,0.090103306,-0.14064452,-0.4409328
-1.0187004,0.68193275,0.29598138,0.104385845,-0.29747242
-0.84709156,0.85007304,0.1701257,0.19330256,-0.35631084
-0.84230644,1.0406296,0.1949064,0.32484797,-0.27163687
-0.77134824,1.1942899,-0.003514041,0.21108629,-0.34841335
-0.628102,1.2658647,0.11017953,0.40408853,-0.27596003
-0.48095644,1.3424063,0.075808495,0.5520021,-0.22428994
-0.5337742,1.5246156,0.13154797,0.6908144,-0.21428177
-0.4920885,1.530074,0.1194052,0.6430343,-0.21351245
-0.26289707,1.6288587,-0.005786202,0.8507807,-0.17991976
-0.10608247,1.4679482,-0.1101507,0.72523636,-0.19536328
-0.08154159,1.399865,-0.17396794,0.6448599,-0.2752251
0.0098137045,1.4558318,-0.083471596,0.8665428,-0.1975784
0.12902996,1.2531403,-0.26558906,0.7698434,-0.36129856
0.08239403,1.1482317,-0.20811154,0.648935,-0.28933042
0.21235397,0.9853264,-0.34820968,0.6450446,-0.41077816
0.32868105,0.8264648,-0.4636199,0.65139174,-0.638028
0.27277073,0.6410835,-0.3507418,0.5856651,-0.5244971
0.30202416,0.3880598,-0.4633037,0.37876537,-0.5803667
0.37322012,0.2837663,-0.49920788,0.4466403,-0.69175917
0.39562857,0.024703788,-0.4893588,0.4038852,-0.65908486
0.33533838,-0.0676671,-0.46317485,0.32915515,-0.6480469
0.3672045,-0.2223409,-0.5318705,0.32663095,-0.6719279
0.35922918,-0.30609465,-0.46066183,0.37351513,-0.61365426
0.28789046,-0.3653723,-0.48457757,0.37641716,-0.62708384
0.31533617,-0.4721787,-0.3905939,0.44878858,-0.4903444
0.35511503,-0.5284918,-0.50172067,0.40979245,-0.6166183
0.34117675,-0.6421857,-0.34788784,0.46442586,-0.5079414
0.3286765,-0.6340462,-0.3000003,0.5504575,-0.4952288
0.20946695,-0.521365,-0.28378952,0.5457809,-0.35258493
0.24463397,-0.5375171,-0.12291414,0.672086,-0.2921639
0.23329128,-0.5943537,-0.15866034,0.59190154,-0.34472093
0.14433369,-0.5211823,-0.09881251,0.6524459,-0.21430479
0.12026711,-0.4632764,0.10486238,0.7295286,-0.09659585
0.011349982,-0.25459012,0.14093037,0.8022413,-0.022435972
0.016837753,-0.18502052,0.25490087,0.94985646,0.14151575
0.08978554,-0.2606769,0.2234262,0.8157344,0.07730198
-0.05216535,-0.12976417,0.41432872,0.8272047,0.35388044
-0.17187595,0.029659595,0.54273015,0.893789,0.35274383
-0.10870549,-0.01658534,0.42593148,0.67493725,0.28135043
-0.24115455,0.097267754,0.56555367,0.7286281,0.27235967
-0.31861585,0.09351667,0.5271637,0.41225588,0.24784733
-0.24100138,-0.041029397,0.5240839,0.2920082,0.21972679
-0.39748758,0.009713616,0.64559007,0.209678,0.3000875
-0.38537523,-0.012071926,0.61046994,0.083662696,0.33460453
-0.39357919,-0.056193117,0.6203207,-0.029792164,0.3609546
-0.50121045,-0.053777825,0.6814321,-0.18339886,0.34533617
-0.41206983,-0.14791743,0.47409496,-0.46598706,0.13677569
-0.45622984,-0.3938751,0.45154083,-0.83540726,0.021320071
-0.5963406,-0.34848735,0.6211992,-0.7715964,0.24427132
-0.4481344,-0.48963997,0.4318257,-0.9911543,0.13655682
-0.382766,-0.48417154,0.42410943,-1.1164104,0.029623464
-0.42972675,-0.49151322,0.30730492,-1.280346,-0.027905785
-0.17951855,-0.60726637,0.2367013,-1.2105393,-0.068817645
-0.12779744,-0.7469864,0.19779555,-1.4478086,-0.11376731
-0.0069689867,-0.6953817,0.038082004,-1.4878252,-0.29648036
0.06621755,-0.71504617,0.046514504,-1.4065428,-0.22255003
0.14751899,-0.81710696,-0.089445256,-1.5739998,-0.28958988
0.4113036,-0.8687992,-0.25830987,-1.564259,-0.33138168
0.56487143,-0.82708293,-0.23145689,-1.455981,-0.36590737
0.49484298,-0.6524536,-0.2095672,-1.3689866,-0.3703295
0.62059736,-0.6210005,-0.21875428,-1.182967,-0.23761095
0.9257274,-0.7031952,-0.356758,-1.1394664,-0.21822235
0.89322174,-0.65947515,-0.44562298,-1.1918812,-0.40128058
0.97289586,-0.5089421,-0.46592566,-0.98132545,-0.32135975
1.0991894,-0.535081,-0.5261772,-0.92058873,-0.26288575
1.1991096,-0.4927741,-0.5440992,-0.71615237,-0.22432737
1.1116056,-0.46677142,-0.47801155,-0.6230318,-0.11624812
1.1000378,-0.2736316,-0.5457886,-0.51684964,-0.20320247
1.0992392,-0.28162917,-0.4071664,-0.2856414,-0.007874299
1.0899714,-0.17176373,-0.5290909,-0.20732734,0.023994666
1.0426792,-0.29221985,-0.43717292,-0.21046284,-0.035307165
0.9847419,-0.17564604,-0.32638615,-0.058791377,0.21948597
0.81628585,-0.26568428,-0.23717944,-0.02210479,0.15302707
0.5989071,-0.021164702,-0.13175623,0.26176777,0.3929333
0.551282,-0.10230158,-0.144811,0.120701775,0.29669908
0.4378068,-0.1560308,-0.1852729,0.002966039,0.20738842
0.21081264,-0.100525066,-0.030549195,0.14741907,0.37196174
0.082582586,-0.2133833,0.03874296,0.10184109,0.45401615
-0.037960753,-0.20874652,0.088070065,0.03238547,0.4477522
-0.21444832,-0.19293247,0.15916601,-0.029129075,0.53843516
-0.2990472,-0.40270835,0.12757039,-0.16195202,0.49392518
-0.41454175,-0.2599298,0.15131533,-0.06246387,0.41121733
-0.60615313,-0.216631,0.21745367,-0.13812608,0.4358763
-0.7996619,-0.19541138,0.30817655,-0.23608083,0.47126558
-0.6885789,-0.12973961,0.21393175,-0.20288345,0.45480543
-0.86314154,-0.16123758,0.24997567,-0.26814654,0.5593123
-0.8973692,-0.09236675,0.28469735,-0.2987406,0.55842966
-0.96726805,-0.035571318,0.2797107,-0.24590243,0.51638645
-1.0299025,0.25587812,0.31514406,-0.10936391,0.61824775
-1.0017127,0.26432315,0.34662074,-0.07958056,0.7228806
-1.044463,0.43349078,0.2935715,-0.00666639,0.7426429
-0.99158317,0.59504414,0.28715008,0.15150252,0.7073484
-0.9879349,0.8027292,0.26256743,0.27596498,0.5899948
-1.054214,0.98850834,0.3012799,0.43242493,0.8082142
-1.0103728,1.2276556,0.41289282,0.66846967,0.9849307
-1.0235468,1.3030697,0.40662408,0.7914356,0.97690815
-0.95731765,1.4126792,0.301592,0.86966115,0.9622511
-0.8245906,1.5008106,0.22704817,0.9471129,0.92583364
-0.85383475,1.6498944,0.28567648,1.1999087,0.94597554
-0.81694347,1.7284318,0.12099648,1.2796354,0.8788405
-0.7697749,1.8112831,0.25070006,1.4533865,1.0363454
-0.59379613,1.8318723,0.18031171,1.6070302,1.1010398
-0.6910459,1.8012798,0.20566413,1.6409675,1.0231603
-0.5721562,1.707694,0.109447725,1.5601206,1.0021732
-0.48031887,1.719713,0.19851775,1.8400822,1.1133783
-0.30106798,1.4183855,-0.009920284,1.5953662,0.97474515
-0.22563955,1.2081144,0.0022809792,1.5432538,0.8753972
-0.17071843,1.0835146,-0.067415595,1.4837571,0.72123694
0.0503142,0.7877227,-0.2684729,1.140545,0.6252253
0.11346938,0.6816965,-0.22521065,1.3219178,0.75516695
0.3242748,0.3812117,-0.48909387,1.0117611,0.43097728
0.5108558,0.041648258,-0.41030395,0.86085075,0.35638055
0.51628864,-0.07014506,-0.5112051,0.78712153,0.24539736
0.76403844,-0.49768892,-0.54004616,0.5517102,0.16005667
0.8363642,-0.64023924,-0.676219,0.29266927,0.15189588
0.9945943,-0.82193637,-0.81581587,0.11232915,-0.10546268
1.1251919,-1.143703,-0.86858696,-0.18432577,-0.24210945
1.1345642,-1.2329758,-0.79741377,-0.2598122,-0.19998093
1.1325035,-1.3746936,-0.80346656,-0.4172584,-0.26365826
1.2276326,-1.4013189,-0.89254594,-0.55559087,-0.26169708
1.2594758,-1.5844377,-0.7885578,-0.6217205,-0.35757798
1.1849171,-1.5387665,-0.709958,-0.567298,-0.19598131
1.1900766,-1.4447638,-0.6419951,-0.55051047,-0.20339982
1.0245391,-1.3579733,-0.55808944,-0.70369154,-0.1383517
0.9096328,-1.1603056,-0.54795015,-0.63506776,-0.10165649
0.8281996,-1.0147114,-0.34328732,-0.48916176,-0.017056232
0.61069524,-0.78850967,-0.0673634,-0.37624314,0.16075681
0.43843594,-0.60123086,-0.046600927,-0.37707976,0.1855855
0.29591602,-0.42663985,0.09580575,-0.3402051,0.2717161
0.07174458,-0.13597338,0.23455861,-0.13110293,0.32380408
-0.090937,0.02488396,0.36219737,-0.19813852,0.54501736
-0.24302286,0.22720063,0.4789956,-0.05023905,0.57994336
-0.36815292,0.37084213,0.52355665,-0.05072872,0.5290549
-0.5903231,0.646175,0.6513394,0.083183974,0.58959293
-0.70447534,0.706131,0.8126717,0.12352934,0.6750741
-0.8538404,0.8986143,0.8459617,0.15876849,0.8509508
-0.9642951,0.8334962,0.84272563,-0.009756262,0.71934736
-0.9086252,0.8431515,0.8204723,-0.033684563,0.6975177
-0.9495452,0.9634016,0.6880565,-0.11586138,0.63291687
-0.9408181,0.7360178,0.7187811,-0.21624647,0.5505312
-0.9639916,0.6588548,0.7714402,-0.26136473,0.60682464
-0.8815229,0.48182687,0.52456844,-0.5702842,0.33504295
-0.7289474,0.2912384,0.32617718,-0.7862481,0.13054189
-0.72717965,0.26727173,0.36517984,-0.74287933,0.07333271
-0.4947399,-0.09068926,0.29304236,-0.9707782,-0.012080666
-0.3829781,-0.28717005,0.14407054,-1.1104437,-0.09172872
-0.13644859,-0.6107034,-0.09915183,-1.3159161,-0.38412687
0.018373154,-0.7517128,-0.10901928,-1.344332,-0.31944925
0.15788856,-0.89406365,-0.27058375,-1.4560177,-0.4100443
0.24447179,-1.0500988,-0.37081578,-1.5562161,-0.60363406
0.3879155,-1.2598407,-0.41804996,-1.6842722,-0.6422618
0.5477622,-1.4698858,-0.49755558,-1.6504327,-0.7492276
0.62921464,-1.5287924,-0.42105478,-1.6471963,-0.7761491
0.82538515,-1.5745738,-0.5822046,-1.6051817,-0.8448641
0.7572123,-1.6502932,-0.5711969,-1.559673,-0.76338327
0.86308515,-1.6346613,-0.547901,-1.4605123,-0.8627787
0.88920325,-1.4332819,-0.58058023,-1.168208,-0.8494788
0.90648496,-1.3944955,-0.41724,-1.0232276,-0.728348
0.85712093,-1.3683349,-0.3915128,-0.90596807,-0.65799034
0.89349467,-1.1263801,-0.3526642,-0.65392727,-0.6147843
0.7711059,-0.9513036,-0.3004692,-0.4795069,-0.41979417
0.80941147,-0.8176163,-0.117994584,-0.25013596,-0.32789063
0.63518584,-0.6256632,-0.09938854,-0.08902704,-0.25528467
0.5991011,-0.40864122,0.012384146,0.085312225,-0.20926337
0.4485933,-0.19972214,0.19647262,0.328817,-0.08746904
0.35602987,-0.05422682,0.25300452,0.53049743,-0.025993608
0.26247698,0.12240061,0.2976213,0.56741995,0.025785316
0.17477968,0.22931013,0.41222328,0.7010886,0.18100548
0.070616804,0.49016234,0.46121177,0.8558898,0.25436327
0.09408179,0.46372807,0.4539656,0.8140956,0.23206389
-0.013832815,0.52957684,0.46944243,0.8251308,0.12626673
0.02286481,0.5682801,0.39200357,0.7626729,0.13023867
-0.105939016,0.68723446,0.36472327,0.73119795,0.044551164
-0.2664591,0.74339914,0.5649738,0.8452141,0.2544758
-0.21539028,0.6461435,0.2798217,0.56081307,-0.002624156
-0.2555927,0.735188,0.46519592,0.6728453,0.0536696
-0.4486079,0.7228094,0.43200108,0.6458165,0.1104475
-0.4371678,0.6915039,0.3239912,0.5479233,0.0763187
-0.53516716,0.64199483,0.24363154,0.32497925,-0.11595595
-0.4865991,0.5770523,0.2558138,0.3956151,-0.15497404
-0.6354249,0.5832884,0.18436584,0.24471225,-0.257281
-0.7170487,0.6335128,0.182419,0.2712674,-0.25714162
-0.73006666,0.5581016,0.105136134,0.17095593,-0.370496
-0.81512225,0.63834316,0.06473781,0.27667746,-0.33161345
-0.782893,0.5612947,0.052285824,0.33312115,-0.40923604
-0.9548364,0.6455204,0.06577055,0.26573154,-0.46166947
-1.0555269,0.6788477,-0.008078511,0.2784291,-0.4120151
-1.0104948,0.7967263,0.062608056,0.5813561,-0.30822983
-1.1329644,0.7948805,0.076062664,0.65320534,-0.327292
-1.0060633,0.82052314,0.009303989,0.71165293,-0.39035398
-1.0559925,0.8807063,0.12458789,0.90856266,-0.19865084
-1.0356483,0.931212,0.074607335,0.9330895,-0.2893423
-1.014764,1.0572284,0.052823875,1.1235793,-0.21514359
-0.99567413,1.0553634,0.095617175,1.274769,-0.063216105
-0.79925,1.1099943,0.12281806,1.5115132,-0.039731678
-0.70859796,1.000407,0.04790748,1.4187201,-0.21385805
-0.6357142,1.0639513,0.017813062,1.5393851,-0.19682613
-0.48872146,0.9377725,0.008660525,1.429975,-0.15541619
-0.3203506,0.9459716,-0.030198555,1.5625805,-0.22048625
-0.12025642,0.8055921,-0.109834604,1.4012368,-0.33563942
0.05578057,0.69504374,-0.08685319,1.5064356,-0.1701873
0.1343011,0.6815552,-0.20363832,1.3407052,-0.28634468
0.45664087,0.38188165,-0.3523153,1.0778382,-0.43336603
0.5625243,0.3086457,-0.38087687,0.9724261,-0.48003817
0.8101092,0.05079269,-0.49040848,0.78583854,-0.6090428
0.8294765,-0.043886017,-0.4152674,0.69593936,-0.6104763
0.95942223,-0.26557532,-0.48080057,0.5108145,-0.63804376
1.1060712,-0.43239748,-0.5205154,0.26691857,-0.6627421
1.198095,-0.5524437,-0.6276381,-0.02428935,-0.8928229
1.2493671,-0.5897181,-0.56539875,-0.040461145,-0.8757965
1.2332261,-0.7737951,-0.65006554,-0.4363252,-1.0267819
1.224812,-0.77095956,-0.63806534,-0.51946014,-1.0164703
1.1591833,-0.9057928,-0.54692143,-0.6835838,-0.94387704
1.1826952,-0.95969003,-0.73788625,-0.9903039,-1.2446281
1.0498123,-0.8789791,-0.45572862,-0.84661835,-0.89487535
1.014916,-0.9296072,-0.42111287,-0.9513301,-0.8811535
0.9120898,-0.9055417,-0.5618848,-1.2513146,-1.1525344
0.7509653,-0.759681,-0.46135432,-1.2481236,-1.0342062
0.602232,-0.68876183,-0.37802875,-1.2663665,-0.9242911
0.45102188,-0.64766747,-0.33766493,-1.3647156,-0.92500407
0.3456539,-0.38367343,-0.19512095,-1.1607871,-0.73263395
0.22867273,-0.25540927,-0.13636027,-1.2081878,-0.723164
0.021399176,-0.021295127,-0.015674407,-0.98777837,-0.5125275
0.024685025,-0.0020155997,0.036301035,-0.9389901,-0.5351535
-0.16942234,0.14600316,-0.044657044,-1.1048342,-0.6437734
-0.25139016,0.30476707,0.08534383,-0.92179346,-0.50612575
-0.3131459,0.3948393,0.16728988,-0.8026907,-0.32293725
-0.34829068,0.5141044,0.20071752,-0.6474914,-0.2855959
-0.41547272,0.5024308,0.18971324,-0.63761514,-0.25316158
-0.25485513,0.43191615,0.14051023,-0.6702893,-0.27635938
-0.51378334,0.48193806,0.21620068,-0.69788456,-0.3621018
-0.4138509,0.48571452,0.15779027,-0.59844387,-0.3171548
-0.44571683,0.32820988,0.13762566,-0.6786055,-0.34130955
-0.44074804,0.34616527,0.22024532,-0.5035702,-0.22590072
-0.4538779,0.23071045,0.22391349,-0.50041,-0.19889858
-0.3890526,0.07938657,0.12118468,-0.6233877,-0.21419129
-0.30024588,-0.14669672,0.16647583,-0.6292527,-0.17348588
-0.2305145,-0.25947812,0.17725241,-0.54868937,-0.21484438
-0.25981912,-0.440967,0.12866966,-0.66447127,-0.26930037
-0.12947117,-0.72488034,0.037334997,-0.788019,-0.37665734
-0.1313424,-0.8723698,0.08046576,-0.6900653,-0.2854315
-0.10529121,-1.0315251,0.038551327,-0.7133497,-0.30785558
-0.13532032,-1.1042887,0.016610527,-0.87722164,-0.3171602
-0.10385774,-1.3171061,0.11223008,-0.80762017,-0.23987281
-0.052126624,-1.3110831,0.21610442,-0.53364563,-0.25227842
-0.06804188,-1.3733574,0.24664992,-0.6117248,-0.13052167
0.06958832,-1.5526886,0.13094515,-0.74916905,-0.14786994
0.04691333,-1.5017855,0.24739632,-0.5461293,-0.10304341
-0.034643427,-1.4120704,0.29028583,-0.4732589,0.036623288
-0.028024862,-1.3088121,0.41576296,-0.28291908,0.10960899
0.104279876,-1.1973287,0.3256795,-0.24022344,0.1151502
0.12785067,-1.2159554,0.2873788,-0.24762866,0.03838812
0.049053095,-0.9705393,0.47833112,0.027927974,0.25185245
0.16764769,-0.8147209,0.4520409,0.15979487,0.38711265
0.1642988,-0.66173774,0.43349478,0.186194,0.4153125
0.105867,-0.3879985,0.56011957,0.41794318,0.5360863
0.18908457,-0.14418924,0.48842627,0.4830466,0.4785825
0.2461252,0.024355032,0.5143253,0.65788376,0.6261756
0.280823,0.16979973,0.5150265,0.7862439,0.7416176
0.14526652,0.63601154,0.6683512,1.1374303,0.9810277
0.22714856,0.6648745,0.49476126,0.9656987,0.7508983
0.23645462,0.81872547,0.4102037,0.9535876,0.65268964
0.2914957,0.8878678,0.32251588,1.0024139,0.75266916
0.21986756,1.0819291,0.37114993,1.1689438,0.78748345
0.17533937,1.1583968,0.22928376,1.0505197,0.7482679
0.20390438,1.0490582,0.21036589,0.86413336,0.6721489
0.0856384,1.160357,0.14535534,0.91916704,0.59710294
0.056282915,1.2233591,0.14264545,0.98215955,0.671408
-0.0047680126,1.2695925,0.02348951,0.9886515,0.66937464
-0.051891293,1.0672371,0.0105074225,0.7302967,0.5300328
-0.13612624,1.0224553,-0.006745745,0.7399434,0.4800202
-0.16743457,0.8373869,-0.12836005,0.5388054,0.3272455
-0.27408838,0.70454127,-0.16257712,0.32479432,0.29741433
-0.37947857,0.6771192,-0.1920409,0.42423224,0.31882542
-0.42782462,0.5595616,-0.2611253,0.2886375,0.30637568
-0.45036685,0.40388268,-0.41060138,0.07295988,0.06441182
-0.5886271,0.20536411,-0.36327222,0.1065637,0.22247311
-0.49837154,0.107182175,-0.5649189,-0.0756418,-0.08418716
-0.6543253,0.057376742,-0.51767546,-0.135518,0.11468984
-0.5310546,-0.122104496,-0.5102795,-0.14202255,0.09038075
-0.62748086,-0.117030434,-0.44292426,-0.06442535,0.0745331
-0.5724386,-0.12820455,-0.50512916,-0.013830924,-0.035134107
-0.5356413,-0.16150694,-0.40588075,0.07867596,0.13606301
-0.5236563,-0.061342906,-0.48980162,0.19607964,0.10363068
-0.4541269,-0.14708608,-0.4686089,0.19155493,0.0768032
-0.35583803,-0.18338491,-0.38788223,0.25937966,0.2316215
-0.3102218,-0.03159737,-0.2356333,0.52123535,0.34976187
-0.23362598,0.1706687,-0.33769014,0.61714125,0.33319297
-0.21466927,0.15783139,-0.17385639,0.7787417,0.50470406
-0.11904695,0.3276316,-0.23828839,0.7905238,0.46980476
-0.10763009,0.42791834,0.020895539,1.0555146,0.8396369
-0.05509143,0.5352671,0.058266103,1.1870506,0.7753888
-0.006710014,0.63856375,0.03811889,1.1434613,0.8165376
0.09562262,0.6689092,0.052496064,1.1493508,0.823822
0.055546038,0.7042096,0.110530324,1.0762765,0.8606022
0.14920737,0.8208882,0.0934957,1.119708,0.87854195
0.23204754,0.86130637,0.22637276,1.2261969,1.0198066
0.18664399,0.9934167,0.23398055,1.1964607,0.99667794
0.17720455,0.9414274,0.21183585,1.0198431,0.94030374
0.22888927,0.8742446,0.09366556,0.6963558,0.7868123
0.1980677,0.8232876,0.10953936,0.5963799,0.7609481
0.3012507,0.767291,0.18802187,0.5897124,0.77348804
0.2897072,0.70087856,0.14238237,0.33121505,0.7265817
0.35321805,0.58624333,-0.07059325,0.041519962,0.53564763
0.29785424,0.4405867,-0.078551665,-0.22153108,0.4683643
0.37024033,0.1494697,-0.189471,-0.647685,0.27698448
0.46375817,0.058475617,-0.37309337,-0.8453464,0.09032107
0.42230073,0.016842837,-0.37946835,-1.0657002,0.04097285
0.60264343,-0.22542748,-0.6102116,-1.4258181,-0.22117887
0.50587755,-0.47271344,-0.5931049,-1.6619037,-0.2440954
0.6036133,-0.5323789,-0.7517076,-1.7748122,-0.40247655
0.72099286,-0.67961305,-0.89817613,-2.064551,-0.54763156
0.74211156,-0.8642469,-0.838672,-2.1325653,-0.5005552
0.7360455,-1.0036129,-0.974399,-2.3633451,-0.74010843
0.7780084,-0.961058,-0.9674206,-2.3014338,-0.65915596
0.73839676,-1.0119909,-0.9412938,-2.2077627,-0.6653794
0.7284042,-1.0635654,-0.86141723,-2.233426,-0.5311087
0.71039283,-1.0151657,-0.9230851,-2.2052789,-0.6838808
0.83299005,-1.0281997,-0.9403609,-2.0838192,-0.62797713
0.65531594,-0.9682277,-0.7167556,-1.9521662,-0.5031522
0.6400744,-0.9531055,-0.6386477,-1.7234361,-0.485367
0.57437897,-0.8567945,-0.46828067,-1.4374636,-0.2786147
0.4781253,-0.8216497,-0.4487683,-1.3161786,-0.18487497
0.41142103,-0.62107897,-0.30207223,-0.9030921,-0.06992355
0.21711424,-0.6563206,-0.29283404,-1.018071,-0.20188656
0.064077295,-0.4375662,0.037028965,-0.49125516,0.22751366
-0.08270101,-0.26599208,0.12217286,-0.27169025,0.2675253
